./bootnode.sh 192.168.0.120 >> /usr/local/myproj/ethereumTest/localNet1/testnet/bootnode.log 2>&1
Generating bootnode enr
Generated bootnode enr and written to /usr/local/myproj/ethereumTest/localNet1/testnet/boot_enr.yaml
Starting bootnode
Oct 16 08:37:43.485 WARN Discv5 packet filter is disabled
Oct 16 08:48:03.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:48:13.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:48:23.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:48:33.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:48:43.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:48:53.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:49:03.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:49:13.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:49:23.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:49:33.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:49:43.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:49:53.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:50:03.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:50:13.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:50:23.494 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:50:33.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:50:43.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:50:53.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:51:03.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:51:13.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:51:23.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:51:33.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:51:43.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:51:53.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:52:03.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:52:13.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:52:23.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:52:33.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:52:43.494 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:52:53.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:53:03.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:53:13.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:53:23.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:53:33.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:53:43.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:53:53.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:54:03.494 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:54:13.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:54:23.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:54:33.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:54:43.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:54:53.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:55:03.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:55:13.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:55:23.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:55:33.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:55:43.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:55:53.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:56:03.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:56:13.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:56:23.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
